SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Comments,Polarity,Sentiment,Average_Score,Percentage,Cleaned_Comments,Subjectivity,Vader_Sentiment,VADER_Scores,Compound,VADER_Sentiment,Event_Type,Event_Type_Num
18,3,20,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,1,1,0,3.00 / 60.00,MSC DATA SCIENCE - 1,MSC DATA SCIENCE,The session was fantastic and very engaging.,0.46,Positive,3.0,60.0,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
19,3,20,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,1,2,0,3.67 / 73.33,MSC DATA SCIENCE - 1,MSC DATA SCIENCE,Teaching was outstanding.,0.5,Positive,3.67,73.33,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
20,3,20,The overall quality of the teaching-learning process in your institute is very good.,1,0,2,0,0,2.33 / 46.67,MSC DATA SCIENCE - 1,MSC DATA SCIENCE,Great delivery by the instructor.,0.8,Positive,2.33,46.67,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
1,1,21,How much of the syllabus was covered in the class?,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,No comments.,0.0,Neutral,5.0,100.0,comment,0.0,Negative,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Seminar,0
2,1,21,How well did the teachers prepare for the classes?,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,It was average.,-0.15,Negative,4.0,80.0,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
3,1,21,How well were the teachers able to communicate?,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Highly satisfied with the course.,0.5,Positive,5.0,100.0,highly satisfied course,1.0,Positive,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,Positive,Seminar,0
4,1,21,The teacher’s approach to teaching can best be described as,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,I enjoyed the activities a lot!,0.625,Positive,5.0,100.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
5,1,21,Fairness of the internal evaluation process by the teachers.,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,I enjoyed the activities a lot!,0.625,Positive,5.0,100.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
6,1,21,Was your performance in assignments discussed with you?,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,The session was fantastic and very engaging.,0.46,Positive,5.0,100.0,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
7,1,21,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,It was average.,-0.15,Negative,5.0,100.0,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
8,1,21,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Teaching was outstanding.,0.5,Positive,4.0,80.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
9,1,21,The institution provides multiple opportunities to learn and grow.,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Teaching was outstanding.,0.5,Positive,5.0,100.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
10,1,21,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Loved every bit of it!,0.875,Positive,5.0,100.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
11,1,21,Your mentor does a necessary follow-up with an assigned task to you.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Loved every bit of it!,0.875,Positive,4.0,80.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
12,1,21,The teachers illustrate the concepts through examples and applications.,0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Teaching was outstanding.,0.5,Positive,5.0,100.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
13,1,21,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Some parts were useful.,0.3,Positive,4.0,80.0,part useful,0.0,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
14,1,21,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Great delivery by the instructor.,0.8,Positive,4.0,80.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
15,1,21,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Low interaction in the class.,0.0,Neutral,4.0,80.0,low interaction class,0.3,Negative,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,Seminar,0
16,1,21,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,Teaching was outstanding.,0.5,Positive,4.0,80.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
17,1,21,Teachers encourage you to participate in extracurricular activities.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,The session was fantastic and very engaging.,0.46,Positive,4.0,80.0,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
18,1,21,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,0,1,5.00 / 100.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,The session was fantastic and very engaging.,0.46,Positive,5.0,100.0,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
19,1,21,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,The delivery was acceptable.,0.0,Neutral,4.0,80.0,delivery acceptable,0.0,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive,Seminar,0
20,1,21,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,I enjoyed the activities a lot!,0.625,Positive,4.0,80.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
1,3,24,How much of the syllabus was covered in the class?,0,0,2,0,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Mentoring helped me improve a lot.,0.0,Neutral,3.67,73.33,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
2,3,24,How well did the teachers prepare for the classes?,0,0,1,2,0,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Mentoring helped me improve a lot.,0.0,Neutral,3.67,73.33,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
3,3,24,How well were the teachers able to communicate?,0,0,0,2,1,4.33 / 86.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Excellent speakers and content!,1.0,Positive,4.33,86.67,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
4,3,24,The teacher’s approach to teaching can best be described as,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Interactive and enjoyable sessions.,0.5,Positive,3.0,60.0,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
5,3,24,Fairness of the internal evaluation process by the teachers.,0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Great delivery by the instructor.,0.8,Positive,3.67,73.33,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
6,3,24,Was your performance in assignments discussed with you?,0,1,1,0,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,The session was fantastic and very engaging.,0.46,Positive,3.33,66.67,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
7,3,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,0,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,It was average.,-0.15,Negative,3.67,73.33,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
8,3,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,0,0,2,0,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,The content was very informative.,0.2,Positive,3.0,60.0,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
9,3,24,The institution provides multiple opportunities to learn and grow.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Teaching was outstanding.,0.5,Positive,3.0,60.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
10,3,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,0,0,1,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Highly satisfied with the course.,0.5,Positive,3.33,66.67,highly satisfied course,1.0,Positive,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,Positive,Seminar,0
11,3,24,Your mentor does a necessary follow-up with an assigned task to you.,1,0,0,2,0,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Mentoring helped me improve a lot.,0.0,Neutral,3.0,60.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
12,3,24,The teachers illustrate the concepts through examples and applications.,0,2,0,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Teaching was outstanding.,0.5,Positive,3.0,60.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
13,3,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Great delivery by the instructor.,0.8,Positive,3.0,60.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
14,3,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,"Not what I expected, felt boring.",-0.55,Negative,3.67,73.33,expected felt boring,0.7,Negative,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative,Seminar,0
15,3,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Neutral experience overall.,0.0,Neutral,3.0,60.0,neutral experience overall,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
16,3,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,1,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,The delivery was acceptable.,0.0,Neutral,3.33,66.67,delivery acceptable,0.0,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive,Seminar,0
17,3,24,Teachers encourage you to participate in extracurricular activities.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,The content was very informative.,0.2,Positive,3.0,60.0,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
18,3,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,"Not what I expected, felt boring.",-0.55,Negative,3.67,73.33,expected felt boring,0.7,Negative,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative,Seminar,0
19,3,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,1,0,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,Excellent speakers and content!,1.0,Positive,3.33,66.67,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
20,3,24,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,1,4.00 / 80.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,I enjoyed the activities a lot!,0.625,Positive,4.0,80.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
1,14,44,How much of the syllabus was covered in the class?,0,1,3,7,3,3.86 / 77.14,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,The session was fantastic and very engaging.,0.46,Positive,3.86,77.14,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
2,14,44,How well did the teachers prepare for the classes?,1,1,3,7,2,3.57 / 71.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Interactive and enjoyable sessions.,0.5,Positive,3.57,71.43,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
3,14,44,How well were the teachers able to communicate?,1,3,2,5,3,3.43 / 68.57,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,The session was fantastic and very engaging.,0.46,Positive,3.43,68.57,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
4,14,44,The teacher’s approach to teaching can best be described as,1,4,4,3,2,3.07 / 61.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,The session was fantastic and very engaging.,0.46,Positive,3.07,61.43,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
5,14,44,Fairness of the internal evaluation process by the teachers.,0,0,4,5,5,4.07 / 81.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Not satisfied with the teaching method.,-0.25,Negative,4.07,81.43,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
6,14,44,Was your performance in assignments discussed with you?,1,2,4,4,3,3.43 / 68.57,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Excellent speakers and content!,1.0,Positive,3.43,68.57,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
7,14,44,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,3,4,2,4,3.36 / 67.14,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Content was fine.,0.4166666666666667,Positive,3.36,67.14,content fine,0.5,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,Positive,Seminar,0
8,14,44,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,5,5,3,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Loved every bit of it!,0.875,Positive,3.71,74.29,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
9,14,44,The institution provides multiple opportunities to learn and grow.,0,1,4,7,2,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,The delivery was acceptable.,0.0,Neutral,3.71,74.29,delivery acceptable,0.0,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive,Seminar,0
10,14,44,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,3,4,4,3.64 / 72.86,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Examples were not clear.,-0.05000000000000001,Neutral,3.64,72.86,example clear,0.3833333333333333,Negative,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.2924}",-0.2924,Negative,Seminar,0
11,14,44,Your mentor does a necessary follow-up with an assigned task to you.,1,1,2,7,3,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,"It was okay, but a bit long.",0.225,Positive,3.71,74.29,okay bit long,0.45,Positive,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.1154}",0.1154,Positive,Seminar,0
12,14,44,The teachers illustrate the concepts through examples and applications.,1,3,1,4,5,3.64 / 72.86,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,I enjoyed the activities a lot!,0.625,Positive,3.64,72.86,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
13,14,44,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,3,1,4,3.07 / 61.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Interactive and enjoyable sessions.,0.5,Positive,3.07,61.43,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
14,14,44,Teachers are able to identify your weaknesses and help you to overcome them.,2,3,1,5,3,3.29 / 65.71,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,Content was fine.,0.4166666666666667,Positive,3.29,65.71,content fine,0.5,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,Positive,Seminar,0
15,14,44,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,3,5,4,3.79 / 75.71,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,The teacher didn't seem well-prepared.,0.0,Neutral,3.79,75.71,teacher seem well prepared,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
